id,spent_at,amount,amount_minor,currency,name,category,category_code,location,comment,assignment_source,dedup_key
demo-ui-0197,2026-08-19T10:00:00Z,81.45,8145,RUB,Яндекс Go поездка,Транспорт,TRANSPORT,Роснефть,,import,demo:ui:197
demo-ui-0198,2026-08-18T10:00:00Z,552.28,55228,RUB,Uber поездка,Транспорт,TRANSPORT,Ситимобил,,import,demo:ui:198
demo-ui-0199,2026-08-17T10:00:00Z,273.10,27310,RUB,Ситимобил поездка,Транспорт,TRANSPORT,Аэроэкспресс,,import,demo:ui:199
demo-ui-0200,2026-08-16T10:00:00Z,743.93,74393,RUB,Везёт такси,Транспорт,TRANSPORT,РЖД,,import,demo:ui:200
demo-ui-0201,2026-08-15T10:00:00Z,464.75,46475,RUB,Максим такси,Транспорт,TRANSPORT,Мосгортранс,,import,demo:ui:201
demo-ui-0202,2026-08-14T10:00:00Z,185.57,18557,RUB,Платон,Транспорт,TRANSPORT,Лукойл,,import,demo:ui:202
demo-ui-0203,2026-08-13T10:00:00Z,656.40,65640,RUB,Платные дороги,Транспорт,TRANSPORT,Яндекс Go,,import,demo:ui:203
demo-ui-0204,2026-08-12T10:00:00Z,377.22,37722,RUB,Трасса М11,Транспорт,TRANSPORT,Метро,,import,demo:ui:204
demo-ui-0205,2026-08-11T10:00:00Z,98.04,9804,RUB,Эвакуатор,Транспорт,TRANSPORT,Газпромнефть,,import,demo:ui:205
demo-ui-0206,2026-08-10T10:00:00Z,568.87,56887,RUB,Шиномонтаж,Транспорт,TRANSPORT,Роснефть,,import,demo:ui:206
demo-ui-0207,2026-08-09T10:00:00Z,289.69,28969,RUB,Техосмотр,Транспорт,TRANSPORT,Ситимобил,,import,demo:ui:207
demo-ui-0208,2026-08-08T10:00:00Z,760.52,76052,RUB,ОСАГО,Транспорт,TRANSPORT,Аэроэкспресс,,import,demo:ui:208
demo-ui-0209,2026-08-07T10:00:00Z,481.34,48134,RUB,Каско,Транспорт,TRANSPORT,РЖД,,import,demo:ui:209
demo-ui-0210,2026-08-06T10:00:00Z,202.16,20216,RUB,Тосол,Транспорт,TRANSPORT,Мосгортранс,,import,demo:ui:210
demo-ui-0211,2026-08-05T10:00:00Z,672.99,67299,RUB,Жидкость стеклоомывателя,Транспорт,TRANSPORT,Лукойл,,import,demo:ui:211
demo-ui-0212,2026-08-04T10:00:00Z,393.81,39381,RUB,Ремонт машины,Транспорт,TRANSPORT,Яндекс Go,,import,demo:ui:212
demo-ui-0213,2026-08-03T10:00:00Z,114.63,11463,RUB,Замена масла,Транспорт,TRANSPORT,Метро,,import,demo:ui:213
demo-ui-0214,2026-08-02T10:00:00Z,585.46,58546,RUB,Колодки тормозные,Транспорт,TRANSPORT,Газпромнефть,,import,demo:ui:214
demo-ui-0215,2026-08-01T10:00:00Z,306.28,30628,RUB,Шины зимние,Транспорт,TRANSPORT,Роснефть,,import,demo:ui:215
demo-ui-0216,2026-07-31T10:00:00Z,777.11,77711,RUB,Шины летние,Транспорт,TRANSPORT,Ситимобил,,import,demo:ui:216
demo-ui-0217,2026-07-30T10:00:00Z,497.93,49793,RUB,Аккумулятор авто,Транспорт,TRANSPORT,Аэроэкспресс,,import,demo:ui:217
demo-ui-0218,2026-07-29T10:00:00Z,218.75,21875,RUB,Дворники лобовые,Транспорт,TRANSPORT,РЖД,,import,demo:ui:218
demo-ui-0219,2026-07-28T10:00:00Z,689.58,68958,RUB,Фильтр воздушный,Транспорт,TRANSPORT,Мосгортранс,,import,demo:ui:219
demo-ui-0220,2026-07-27T10:00:00Z,410.40,41040,RUB,Свечи зажигания,Транспорт,TRANSPORT,Лукойл,,import,demo:ui:220
demo-ui-0221,2026-07-26T10:00:00Z,131.22,13122,RUB,Антифриз,Транспорт,TRANSPORT,Яндекс Go,,import,demo:ui:221
demo-ui-0222,2026-07-25T10:00:00Z,602.05,60205,RUB,Топливная карта,Транспорт,TRANSPORT,Метро,,import,demo:ui:222
demo-ui-0223,2026-07-24T10:00:00Z,322.87,32287,RUB,Заправка Лукойл,Транспорт,TRANSPORT,Газпромнефть,,import,demo:ui:223
demo-ui-0224,2026-07-23T10:00:00Z,793.70,79370,RUB,Заправка Роснефть,Транспорт,TRANSPORT,Роснефть,,import,demo:ui:224
demo-ui-0225,2026-07-22T10:00:00Z,514.52,51452,RUB,Бензин 95,Транспорт,TRANSPORT,,,import,demo:ui:225
demo-ui-0226,2026-07-21T10:00:00Z,235.34,23534,RUB,Солярка,Транспорт,TRANSPORT,,,import,demo:ui:226
demo-ui-0227,2026-07-20T10:00:00Z,706.17,70617,RUB,Метан заправка,Транспорт,TRANSPORT,,,import,demo:ui:227
demo-ui-0228,2026-07-19T10:00:00Z,426.99,42699,RUB,Зарядка электро,Транспорт,TRANSPORT,,,import,demo:ui:228
demo-ui-0229,2026-07-18T10:00:00Z,147.81,14781,RUB,ЭЗС,Транспорт,TRANSPORT,,,import,demo:ui:229
demo-ui-0230,2026-07-17T10:00:00Z,618.64,61864,RUB,Такси аэропорт,Транспорт,TRANSPORT,,,import,demo:ui:230
demo-ui-0231,2026-07-16T10:00:00Z,339.46,33946,RUB,Такси вокзал,Транспорт,TRANSPORT,,,import,demo:ui:231
demo-ui-0232,2026-07-15T10:00:00Z,60.28,6028,RUB,Проезд на маршрутке,Транспорт,TRANSPORT,,,import,demo:ui:232
demo-ui-0233,2026-07-14T10:00:00Z,531.11,53111,RUB,Маршрутка,Транспорт,TRANSPORT,,,import,demo:ui:233
demo-ui-0234,2026-07-13T10:00:00Z,251.93,25193,RUB,Междугородний автобус,Транспорт,TRANSPORT,,,import,demo:ui:234
demo-ui-0235,2026-07-12T10:00:00Z,722.76,72276,RUB,Билет на поезд,Транспорт,TRANSPORT,,,import,demo:ui:235
demo-ui-0236,2026-07-11T10:00:00Z,443.58,44358,RUB,Билет на самолёт,Транспорт,TRANSPORT,,,import,demo:ui:236
demo-ui-0237,2026-07-10T10:00:00Z,164.40,16440,RUB,Посадочный талон доплата,Транспорт,TRANSPORT,,,import,demo:ui:237
demo-ui-0238,2026-07-09T10:00:00Z,635.23,63523,RUB,Камера хранения вокзал,Транспорт,TRANSPORT,,,import,demo:ui:238
demo-ui-0239,2026-07-08T10:00:00Z,356.05,35605,RUB,Ремонт велосипеда,Транспорт,TRANSPORT,,,import,demo:ui:239
demo-ui-0240,2026-07-07T10:00:00Z,76.87,7687,RUB,Моторное масло,Транспорт,TRANSPORT,,,import,demo:ui:240
demo-ui-0241,2026-07-06T10:00:00Z,547.70,54770,RUB,Шлем мото,Транспорт,TRANSPORT,,,import,demo:ui:241
demo-ui-0242,2026-07-05T10:00:00Z,268.52,26852,RUB,Самокат аренда,Транспорт,TRANSPORT,,,import,demo:ui:242
demo-ui-0243,2026-07-04T10:00:00Z,739.35,73935,RUB,Велосипед ремонт камеры,Транспорт,TRANSPORT,,,import,demo:ui:243
demo-ui-0244,2026-07-03T10:00:00Z,460.17,46017,RUB,Парковка у ТЦ,Транспорт,TRANSPORT,,,import,demo:ui:244
demo-ui-0245,2026-07-02T10:00:00Z,2382.28,238228,RUB,Аптека,Здоровье,HEALTH,Пятёрочка,,import,demo:ui:245
demo-ui-0246,2026-07-01T10:00:00Z,2853.11,285311,RUB,Парацетамол,Здоровье,HEALTH,Магнит,,import,demo:ui:246
demo-ui-0247,2026-06-30T10:00:00Z,3323.94,332394,RUB,Ибупрофен,Здоровье,HEALTH,Пятерочка на Ленина,,import,demo:ui:247
demo-ui-0248,2026-06-29T10:00:00Z,3794.77,379477,RUB,Нурофен,Здоровье,HEALTH,Пятёрочка,,import,demo:ui:248
demo-ui-0249,2026-06-28T10:00:00Z,4265.60,426560,RUB,Аспирин кардио,Здоровье,HEALTH,Столичка,,import,demo:ui:249
demo-ui-0250,2026-06-27T10:00:00Z,4736.43,473643,RUB,Аспирин 500,Здоровье,HEALTH,Столичка на Чкалова,,import,demo:ui:250
demo-ui-0251,2026-06-26T10:00:00Z,507.25,50725,RUB,Анальгин,Здоровье,HEALTH,"36,6",,import,demo:ui:251
demo-ui-0252,2026-06-25T10:00:00Z,978.08,97808,RUB,Цитрамон,Здоровье,HEALTH,Invitro,,import,demo:ui:252
demo-ui-0253,2026-06-24T10:00:00Z,1448.91,144891,RUB,Валидол,Здоровье,HEALTH,Поликлиника,,import,demo:ui:253
demo-ui-0254,2026-06-23T10:00:00Z,1919.74,191974,RUB,Корвалол,Здоровье,HEALTH,Стоматология,,import,demo:ui:254
demo-ui-0255,2026-06-22T10:00:00Z,2390.57,239057,RUB,Но-шпа,Здоровье,HEALTH,Горздрав,,import,demo:ui:255
demo-ui-0256,2026-06-21T10:00:00Z,2861.40,286140,RUB,Смекта,Здоровье,HEALTH,Ригла,,import,demo:ui:256
demo-ui-0257,2026-06-20T10:00:00Z,3332.23,333223,RUB,Линекс,Здоровье,HEALTH,Helix,,import,demo:ui:257
demo-ui-0258,2026-06-19T10:00:00Z,3803.06,380306,RUB,Аципол,Здоровье,HEALTH,Инвитро,,import,demo:ui:258
demo-ui-0259,2026-06-18T10:00:00Z,4273.89,427389,RUB,Супрастин,Здоровье,HEALTH,Столичка,,import,demo:ui:259
demo-ui-0260,2026-06-17T10:00:00Z,4744.72,474472,RUB,Зодак,Здоровье,HEALTH,Столичка на Чкалова,,import,demo:ui:260
demo-ui-0261,2026-06-16T10:00:00Z,515.54,51554,RUB,Називин,Здоровье,HEALTH,"36,6",,import,demo:ui:261
demo-ui-0262,2026-06-15T10:00:00Z,986.37,98637,RUB,Отипакс,Здоровье,HEALTH,Invitro,,import,demo:ui:262
demo-ui-0263,2026-06-14T10:00:00Z,1457.20,145720,RUB,Витамин D,Здоровье,HEALTH,Поликлиника,,import,demo:ui:263
demo-ui-0264,2026-06-13T10:00:00Z,1928.03,192803,RUB,Витамин C,Здоровье,HEALTH,Стоматология,,import,demo:ui:264
demo-ui-0265,2026-06-12T10:00:00Z,2398.86,239886,RUB,Магний B6,Здоровье,HEALTH,Горздрав,,import,demo:ui:265
demo-ui-0266,2026-06-11T10:00:00Z,2869.69,286969,RUB,Омега-3,Здоровье,HEALTH,Ригла,,import,demo:ui:266
demo-ui-0267,2026-06-10T10:00:00Z,3340.52,334052,RUB,Кальций Д3,Здоровье,HEALTH,Helix,,import,demo:ui:267
demo-ui-0268,2026-06-09T10:00:00Z,3811.35,381135,RUB,Йодбаланс,Здоровье,HEALTH,Инвитро,,import,demo:ui:268
demo-ui-0269,2026-06-08T10:00:00Z,4282.18,428218,RUB,Сорбифер,Здоровье,HEALTH,Столичка,,import,demo:ui:269
demo-ui-0270,2026-06-07T10:00:00Z,4753.01,475301,RUB,Компливит,Здоровье,HEALTH,Столичка на Чкалова,,import,demo:ui:270
demo-ui-0271,2026-06-06T10:00:00Z,523.83,52383,RUB,Элевит,Здоровье,HEALTH,"36,6",,import,demo:ui:271
demo-ui-0272,2026-06-05T10:00:00Z,994.66,99466,RUB,Фемибион,Здоровье,HEALTH,Invitro,,import,demo:ui:272
demo-ui-0273,2026-06-04T10:00:00Z,1465.49,146549,RUB,Пластырь бактерицидный,Здоровье,HEALTH,Поликлиника,,import,demo:ui:273
demo-ui-0274,2026-06-03T10:00:00Z,1936.32,193632,RUB,Бинт стерильный,Здоровье,HEALTH,Стоматология,,import,demo:ui:274
demo-ui-0275,2026-06-02T10:00:00Z,2407.15,240715,RUB,Вата медицинская,Здоровье,HEALTH,Горздрав,,import,demo:ui:275
demo-ui-0276,2026-06-01T10:00:00Z,2877.98,287798,RUB,Зелёнка,Здоровье,HEALTH,Ригла,,import,demo:ui:276
demo-ui-0277,2026-05-31T10:00:00Z,3348.81,334881,RUB,Йод раствор,Здоровье,HEALTH,Helix,,import,demo:ui:277
demo-ui-0278,2026-05-30T10:00:00Z,3819.64,381964,RUB,Перекись водорода,Здоровье,HEALTH,Инвитро,,import,demo:ui:278
demo-ui-0279,2026-05-29T10:00:00Z,4290.47,429047,RUB,Антисептик,Здоровье,HEALTH,Столичка,,import,demo:ui:279
demo-ui-0280,2026-05-28T10:00:00Z,4761.30,476130,RUB,Маска медицинская,Здоровье,HEALTH,Столичка на Чкалова,,import,demo:ui:280
demo-ui-0281,2026-05-27T10:00:00Z,532.12,53212,RUB,Перчатки мед,Здоровье,HEALTH,"36,6",,import,demo:ui:281
demo-ui-0282,2026-05-26T10:00:00Z,1002.95,100295,RUB,Термометр электронный,Здоровье,HEALTH,Invitro,,import,demo:ui:282
demo-ui-0283,2026-05-25T10:00:00Z,1473.78,147378,RUB,Тонометр,Здоровье,HEALTH,Поликлиника,,import,demo:ui:283
demo-ui-0284,2026-05-24T10:00:00Z,1944.61,194461,RUB,Глюкометр,Здоровье,HEALTH,Стоматология,,import,demo:ui:284
demo-ui-0285,2026-05-23T10:00:00Z,2415.44,241544,RUB,Тест на covid,Здоровье,HEALTH,Горздрав,,import,demo:ui:285
demo-ui-0286,2026-05-22T10:00:00Z,2886.27,288627,RUB,ПЦР,Здоровье,HEALTH,Ригла,,import,demo:ui:286
demo-ui-0287,2026-05-21T10:00:00Z,3357.10,335710,RUB,Анализ крови,Здоровье,HEALTH,Helix,,import,demo:ui:287
demo-ui-0288,2026-05-20T10:00:00Z,3827.93,382793,RUB,Общий анализ мочи,Здоровье,HEALTH,Инвитро,,import,demo:ui:288
demo-ui-0289,2026-05-19T10:00:00Z,4298.76,429876,RUB,УЗИ брюшной полости,Здоровье,HEALTH,Столичка,,import,demo:ui:289
demo-ui-0290,2026-05-18T10:00:00Z,4769.59,476959,RUB,МРТ,Здоровье,HEALTH,Столичка на Чкалова,,import,demo:ui:290
demo-ui-0291,2026-05-17T10:00:00Z,540.41,54041,RUB,Рентген,Здоровье,HEALTH,"36,6",,import,demo:ui:291
demo-ui-0292,2026-05-16T10:00:00Z,1011.24,101124,RUB,Флюорография,Здоровье,HEALTH,Invitro,,import,demo:ui:292
demo-ui-0293,2026-05-15T10:00:00Z,1482.07,148207,RUB,Приём терапевта,Здоровье,HEALTH,Поликлиника,,import,demo:ui:293
demo-ui-0294,2026-05-14T10:00:00Z,1952.90,195290,RUB,Приём лора,Здоровье,HEALTH,Стоматология,,import,demo:ui:294
demo-ui-0295,2026-05-13T10:00:00Z,2423.73,242373,RUB,Окулист,Здоровье,HEALTH,Горздрав,,import,demo:ui:295
demo-ui-0296,2026-05-12T10:00:00Z,2894.56,289456,RUB,Гинеколог,Здоровье,HEALTH,Ригла,,import,demo:ui:296
demo-ui-0297,2026-05-11T10:00:00Z,3365.39,336539,RUB,Уролог,Здоровье,HEALTH,Helix,,import,demo:ui:297
demo-ui-0298,2026-05-10T10:00:00Z,3836.22,383622,RUB,Кардиолог,Здоровье,HEALTH,Инвитро,,import,demo:ui:298
demo-ui-0299,2026-05-09T10:00:00Z,4307.05,430705,RUB,Дерматолог,Здоровье,HEALTH,Столичка,,import,demo:ui:299
demo-ui-0300,2026-05-08T10:00:00Z,4777.88,477788,RUB,Невролог,Здоровье,HEALTH,Столичка на Чкалова,,import,demo:ui:300
